lineage_id,lineage_members,lineage_length,lineage_revision_count,first_history_date,last_history_date,development_duration_days,development_duration_years,has_rfc,rfc_count,rfc_names,final_drafts,final_draft_names
lineage_000060,draft-aboba-acct,1,3,1998-08-14,1999-10-04,416.0,1.1389459274469542,0,0,,,
lineage_000061,draft-aboba-avtcore-hevc-webrtc;draft-ietf-avtcore-hevc-webrtc,2,12,2023-04-11,2026-03-25,1079.0,2.954140999315537,0,0,,,
lineage_000062,draft-aboba-avtcore-quic-multiplexing,1,5,2017-10-23,2020-01-29,828.0,2.2669404517453797,0,0,,,
lineage_000063,draft-aboba-avtcore-rfc7983bis;draft-ietf-avtcore-rfc7983bis,2,12,2020-03-05,2023-03-26,1116.0,3.055441478439425,1,1,RFC9443,draft-ietf-avtcore-rfc7983bis-09,draft-ietf-avtcore-rfc7983bis
lineage_000064,draft-aboba-avtcore-sfu-rtp,1,1,2015-07-06,2015-07-06,0.0,0.0,0,0,,,
lineage_000065,draft-aboba-context-802,1,1,2003-10-15,2003-10-15,0.0,0.0,0,0,,,
lineage_000066,draft-aboba-dhc-domsearch,1,10,2000-10-20,2002-01-15,452.0,1.2375085557837098,1,1,RFC3397,draft-aboba-dhc-domsearch-09,draft-aboba-dhc-domsearch
lineage_000067,draft-aboba-dhc-mdns-conf,1,2,2000-02-25,2000-03-15,19.0,0.05201916495550993,0,0,,,
lineage_000068,draft-aboba-dhc-mini,1,5,2000-04-27,2001-10-01,522.0,1.429158110882957,0,0,,,
lineage_000069,draft-aboba-dhc-nad-ipv4,1,1,2003-06-18,2003-06-18,0.0,0.0,0,0,,,
lineage_000070,draft-aboba-dnsext-mdns;draft-ietf-dnsext-mdns,2,50,2000-03-16,2006-08-21,2349.0,6.431211498973306,1,1,RFC4795,draft-ietf-dnsext-mdns-47,draft-ietf-dnsext-mdns
lineage_000071,draft-aboba-dynradius,1,2,1997-11-11,1997-11-21,10.0,0.02737850787132101,0,0,,,
lineage_000072,draft-aboba-ieee802-rel,1,5,2003-06-13,2005-04-05,662.0,1.8124572210814511,0,0,,,
lineage_000073,draft-aboba-ip-config,1,6,2007-02-26,2007-10-11,227.0,0.621492128678987,0,0,,,
lineage_000074,draft-aboba-ips-iscsi-security,1,1,2001-08-20,2001-08-20,0.0,0.0,0,0,,,
lineage_000075,draft-aboba-ipsra-req,1,3,1999-12-02,2000-11-21,355.0,0.971937029431896,0,0,,,
lineage_000076,draft-aboba-nat-ipsec,1,5,2000-05-24,2001-05-30,371.0,1.0157426420260096,0,0,,,
lineage_000077,draft-aboba-ppp,1,2,1997-11-11,1997-11-21,10.0,0.02737850787132101,0,0,,,
lineage_000078,draft-aboba-pppext-eap-iana,1,3,2002-02-18,2002-10-14,238.0,0.6516084873374401,0,0,,,
lineage_000079,draft-aboba-pppext-eap-vendor,1,2,2002-02-18,2002-02-28,10.0,0.02737850787132101,0,0,,,
lineage_000080,draft-aboba-pppext-eapgss,1,13,1999-12-02,2002-04-08,858.0,2.349075975359343,0,0,,,
lineage_000081,draft-aboba-pppext-key-problem;draft-ietf-eap-keying,2,31,2001-11-12,2007-11-12,2191.0,5.9986310746064335,1,1,RFC5247,draft-ietf-eap-keying-22,draft-ietf-eap-keying
lineage_000082,draft-aboba-radext-fixes;draft-ietf-radext-fixes,2,13,2005-07-11,2007-09-13,794.0,2.1738535249828885,1,1,RFC5080,draft-ietf-radext-fixes-08,draft-ietf-radext-fixes
lineage_000083,draft-aboba-radext-wlan;draft-congdon-radext-ieee802;draft-ietf-radext-ieee802;draft-ietf-radext-ieee802ext,4,35,2004-07-13,2014-03-28,3545.0,9.705681040383299,1,1,RFC7268,draft-ietf-radext-ieee802ext-12,draft-ietf-radext-ieee802ext
lineage_000084,draft-aboba-radius,1,6,1997-11-11,1999-08-26,653.0,1.787816563997262,0,0,,,
lineage_000085,draft-aboba-radius-iana,1,8,2003-02-10,2003-04-24,73.0,0.1998631074606434,1,1,RFC3575,draft-aboba-radius-iana-07,draft-aboba-radius-iana
lineage_000086,draft-aboba-radius-ipv6,1,11,2000-08-11,2001-06-25,318.0,0.8706365503080082,1,1,RFC3162,draft-aboba-radius-ipv6-10,draft-aboba-radius-ipv6
lineage_000087,draft-aboba-radius-rfc2869bis,1,23,2002-04-05,2003-05-16,406.0,1.111567419575633,1,1,RFC3579,draft-aboba-radius-rfc2869bis-22,draft-aboba-radius-rfc2869bis
lineage_000088,draft-aboba-roamops-adif,1,1,2001-01-22,2001-01-22,0.0,0.0,0,0,,,
lineage_000089,draft-aboba-rpsl,1,1,1997-11-26,1997-11-26,0.0,0.0,0,0,,,
lineage_000090,draft-aboba-rtcweb-ecrit,1,2,2012-06-30,2013-06-14,349.0,0.9555099247091033,0,0,,,
lineage_000091,draft-aboba-rtp-http,1,3,1996-10-31,1998-03-28,513.0,1.404517453798768,0,0,,,
lineage_000092,draft-aboba-rtpscale,1,3,1996-11-28,1997-01-29,62.0,0.1697467488021903,0,0,,,
lineage_000093,draft-aboba-sg-experiment,1,5,2007-07-05,2007-10-24,111.0,0.30390143737166325,1,1,RFC5111,draft-aboba-sg-experiment-04,draft-aboba-sg-experiment
lineage_000094,draft-aboba-unweb,1,1,1997-03-26,1997-03-26,0.0,0.0,0,0,,,
lineage_000095,draft-aboba-zeroconf-multi,1,1,1999-10-07,1999-10-07,0.0,0.0,0,0,,,
lineage_000096,draft-abondo-hmprsvp,1,1,2004-10-18,2004-10-18,0.0,0.0,0,0,,,
lineage_000097,draft-abouabdalla-multisip,1,1,2006-08-03,2006-08-03,0.0,0.0,0,0,,,
lineage_000098,draft-aboulmagd-ccamp-crldp,1,1,2002-02-25,2002-02-25,0.0,0.0,0,0,,,
lineage_000099,draft-aboulmagd-ccamp-crldp-ason-ext,1,3,2002-06-25,2002-12-06,164.0,0.4490075290896646,1,1,RFC3475,draft-aboulmagd-ccamp-crldp-ason-ext-02,draft-aboulmagd-ccamp-crldp-ason-ext
lineage_000100,draft-aboulmagd-ccamp-transport-lmp;draft-ietf-ccamp-transport-lmp,2,6,2003-02-26,2005-05-06,800.0,2.190280629705681,1,1,RFC4394,draft-ietf-ccamp-transport-lmp-02,draft-ietf-ccamp-transport-lmp
lineage_000101,draft-aboulmagd-ipo-ason,1,1,2001-02-26,2001-02-26,0.0,0.0,0,0,,,
lineage_000102,draft-aboulmagd-mpls-ldp-optical-uni,1,1,2000-07-20,2000-07-20,0.0,0.0,0,0,,,
lineage_000103,draft-aboulmagd-srvc-def-crldp,1,1,1999-10-26,1999-10-26,0.0,0.0,0,0,,,
lineage_000104,draft-aboulmagd-trtcm-inprofile,1,3,2003-09-10,2004-11-30,447.0,1.2238193018480492,1,1,RFC4115,draft-aboulmagd-trtcm-inprofile-02,draft-aboulmagd-trtcm-inprofile
lineage_000105,draft-abr-twitter-reply,1,1,2018-09-07,2018-09-07,0.0,0.0,0,0,,,
lineage_000106,draft-abraitis-bgp-rfd-state-ec,1,1,2025-11-16,2025-11-16,0.0,0.0,0,0,,,
lineage_000107,draft-abraitis-bgp-version-capability,1,19,2019-07-30,2025-09-07,2231.0,6.108145106091718,0,0,,,
lineage_000108,draft-abraitis-extcommunity-paths,1,1,2023-01-10,2023-01-10,0.0,0.0,0,0,,,
lineage_000109,draft-abraitis-idr-addpath-paths-limit,1,5,2024-01-17,2025-08-14,575.0,1.5742642026009583,0,0,,,
lineage_000110,draft-abraitis-idr-maximum-paths-subcode,1,1,2026-06-03,2026-06-03,0.0,0.0,0,0,,,
lineage_000111,draft-abraitis-idr-maximum-prefix-orf,1,1,2024-12-05,2024-12-05,0.0,0.0,0,0,,,
lineage_000112,draft-absw-mpls-lsp-ping-mpls-tp-oam-conf;draft-ietf-mpls-lsp-ping-mpls-tp-oam-conf,2,18,2010-07-02,2015-11-23,1970.0,5.393566050650239,1,1,RFC7759,draft-ietf-mpls-lsp-ping-mpls-tp-oam-conf-16,draft-ietf-mpls-lsp-ping-mpls-tp-oam-conf
lineage_000113,draft-accilent-at-sign,1,1,2010-07-30,2010-07-30,0.0,0.0,0,0,,,
lineage_000114,draft-acee-idr-lldp-peer-discovery,1,22,2017-03-13,2025-12-22,3206.0,8.777549623545516,0,0,,,
lineage_000115,draft-acee-lsr-isis-yang-augmentation-v1;draft-ietf-lsr-isis-yang-augmentation-v1,2,17,2019-11-04,2025-10-06,2163.0,5.921971252566735,0,0,,,
lineage_000116,draft-acee-lsr-ospf-admin-tags;draft-acee-ospf-admin-tags;draft-ietf-lsr-ospf-admin-tags,3,45,2014-09-02,2025-02-19,3823.0,10.466803559206022,1,1,RFC9825,draft-ietf-lsr-ospf-admin-tags-29,draft-ietf-lsr-ospf-admin-tags
lineage_000117,draft-acee-lsr-ospf-transport-instance;draft-acee-ospf-transport-instance;draft-ietf-lsr-ospf-transport-instance;draft-ietf-ospf-transport-instance,4,31,2007-11-07,2026-05-24,6773.0,18.543463381245722,0,0,,,
lineage_000118,draft-acee-lsr-ospf-yang-augmentation-v1;draft-ietf-lsr-ospf-yang-augmentation-v1,2,21,2019-07-07,2026-01-08,2377.0,6.507871321013004,0,0,,,
lineage_000119,draft-acee-lsr-ospfv3-extended-lsa-yang;draft-ietf-lsr-ospfv3-extended-lsa-yang,2,37,2018-06-27,2024-02-02,2046.0,5.601642710472279,1,1,RFC9587,draft-ietf-lsr-ospfv3-extended-lsa-yang-29,draft-ietf-lsr-ospfv3-extended-lsa-yang
lineage_000120,draft-acee-lsr-ospfv3-sr-yang,1,9,2019-08-13,2022-10-21,1165.0,3.189596167008898,0,0,,,
lineage_000121,draft-acee-mip4-bulk-revocation,1,2,2007-08-29,2008-02-12,167.0,0.45722108145106094,0,0,,,
lineage_000122,draft-acee-netmod-rfc8022bis;draft-ietf-netmod-rfc8022bis,2,19,2017-08-28,2018-01-26,151.0,0.4134154688569473,1,1,RFC8349,draft-ietf-netmod-rfc8022bis-11,draft-ietf-netmod-rfc8022bis
lineage_000123,draft-acee-ospf-bgp-rr,1,2,2017-03-13,2017-09-07,178.0,0.487337440109514,0,0,,,
lineage_000124,draft-acee-ospf-geo-location,1,6,2016-02-12,2017-10-18,614.0,1.68104038329911,0,0,,,
lineage_000125,draft-acee-ospf-multi-instance;draft-ietf-ospf-multi-instance,2,13,2007-09-10,2012-01-19,1592.0,4.358658453114305,1,1,RFC6549,draft-ietf-ospf-multi-instance-09,draft-ietf-ospf-multi-instance
lineage_000126,draft-acee-ospf-ospfv3-autoconfig;draft-ietf-ospf-ospfv3-autoconfig,2,20,2011-10-23,2015-02-10,1206.0,3.3018480492813143,1,1,RFC7503,draft-ietf-ospf-ospfv3-autoconfig-15,draft-ietf-ospf-ospfv3-autoconfig
lineage_000127,draft-acee-ospf-prefix-link-attr-impl,1,4,2015-05-06,2015-05-08,2.0,0.0054757015742642025,0,0,,,
lineage_000128,draft-acee-ospf-rfc4970bis;draft-ietf-ospf-rfc4970bis,2,9,2014-07-31,2015-10-15,441.0,1.2073921971252566,1,1,RFC7770,draft-ietf-ospf-rfc4970bis-07,draft-ietf-ospf-rfc4970bis
lineage_000129,draft-acee-ospf-rfc6506bis;draft-ietf-ospf-rfc6506bis,2,10,2013-05-08,2013-12-14,220.0,0.6023271731690623,1,1,RFC7166,draft-ietf-ospf-rfc6506bis-05,draft-ietf-ospf-rfc6506bis
lineage_000130,draft-acee-ospfv3-lsa-extend;draft-baker-ipv6-ospf-extensible;draft-ietf-ospf-ospfv3-lsa-extend,3,28,2013-02-18,2018-01-25,1802.0,4.933607118412047,1,1,RFC8362,draft-ietf-ospf-ospfv3-lsa-extend-23,draft-ietf-ospf-ospfv3-lsa-extend
lineage_000131,draft-acee-rtg-yang-key-chain;draft-ietf-rtgwg-yang-key-chain,2,35,2014-12-01,2017-04-29,880.0,2.409308692676249,1,1,RFC8177,draft-ietf-rtgwg-yang-key-chain-24,draft-ietf-rtgwg-yang-key-chain
lineage_000132,draft-acee-rtgwg-vrrp-rfc8347bis,1,7,2023-03-08,2024-09-27,569.0,1.5578370978781657,0,0,,,
lineage_000133,draft-acee-rtgwg-yang-rib-extend;draft-ietf-rtgwg-yang-rib-extend,2,36,2015-10-16,2023-10-16,2922.0,8.0,1,1,RFC9403,draft-ietf-rtgwg-yang-rib-extend-24,draft-ietf-rtgwg-yang-rib-extend
lineage_000134,draft-acg-mboned-deprecate-interdomain-asm;draft-acg-mboned-multicast-models;draft-ietf-mboned-deprecate-interdomain-asm,3,14,2016-07-08,2020-03-09,1340.0,3.668720054757016,1,1,RFC8815,draft-ietf-mboned-deprecate-interdomain-asm-07,draft-ietf-mboned-deprecate-interdomain-asm
lineage_000135,draft-achanta-dhc-ap-options,1,1,2005-06-02,2005-06-02,0.0,0.0,0,0,,,
lineage_000136,draft-acharya-ipsecme-esp-ecmp,1,1,2023-04-21,2023-04-21,0.0,0.0,0,0,,,
lineage_000137,draft-acharya-ipsofacto-mpls-mcast,1,1,1999-02-25,1999-02-25,0.0,0.0,0,0,,,
lineage_000138,draft-acharya-ipsw-fast-cell,1,1,1997-07-11,1997-07-11,0.0,0.0,0,0,,,
lineage_000139,draft-achi-rpki-signed-object;draft-ietf-sidr-signed-object,2,6,2010-08-20,2011-05-10,263.0,0.7200547570157426,1,1,RFC6488,draft-ietf-sidr-signed-object-04,draft-ietf-sidr-signed-object
lineage_000140,draft-ackerman-temporal-integrity-metadata,1,1,2026-04-15,2026-04-15,0.0,0.0,0,0,,,
lineage_000141,draft-ackermann-ntp-pdm-ntp-usage,1,1,2014-01-24,2014-01-24,0.0,0.0,0,0,,,
lineage_000142,draft-ackermann-tictoc-pdm-ntp-usage,1,1,2013-10-04,2013-10-04,0.0,0.0,0,0,,,
lineage_000143,draft-acme-ari,1,1,2022-08-17,2022-08-17,0.0,0.0,0,0,,,
lineage_000144,draft-acme-device-attest;draft-bweeks-acme-device-attest;draft-ietf-acme-device-attest,3,18,2022-05-17,2026-06-01,1476.0,4.041067761806982,0,0,,,
lineage_000145,draft-activity-identifiers,1,2,2016-03-18,2019-05-23,1161.0,3.1786447638603694,0,0,,,
lineage_000146,draft-actn-requirement,1,3,2015-03-25,2015-04-06,12.0,0.03285420944558522,0,0,,,
lineage_000147,draft-adam-gsmp-min-resource,1,1,1999-10-27,1999-10-27,0.0,0.0,0,0,,,
lineage_000148,draft-adam-gsmp-qgsmp,1,1,1999-06-24,1999-06-24,0.0,0.0,0,0,,,
lineage_000149,draft-adam-gsmp-service,1,1,1999-10-27,1999-10-27,0.0,0.0,0,0,,,
lineage_000150,draft-adam-gsmp-sr,1,1,1999-10-27,1999-10-27,0.0,0.0,0,0,,,
lineage_000151,draft-adams-arc-experiment-conclusion;draft-ietf-dmarc-arc-to-historic,2,3,2025-12-02,2026-04-22,141.0,0.3860369609856263,0,0,,,
lineage_000152,draft-adams-bimi-reporting,1,12,2021-03-23,2026-05-01,1865.0,5.106091718001369,0,0,,,
lineage_000153,draft-adams-cast-256,1,1,1999-02-26,1999-02-26,0.0,0.0,1,1,RFC2612,draft-adams-cast-256-00,draft-adams-cast-256
lineage_000154,draft-adams-cmpaltcert,1,7,2000-07-06,2005-04-20,1749.0,4.788501026694045,1,1,RFC4212,draft-adams-cmpaltcert-06,draft-adams-cmpaltcert
lineage_000155,draft-adams-dcs,1,1,1998-06-05,1998-06-05,0.0,0.0,0,0,,,
lineage_000156,draft-adams-notary,1,2,1997-11-10,1998-02-27,109.0,0.29842573579739906,0,0,,,
lineage_000157,draft-adams-qos-broadband,1,1,2002-02-20,2002-02-20,0.0,0.0,0,0,,,
lineage_000158,draft-adams-time-stamp,1,3,1997-11-10,1998-06-05,207.0,0.5667351129363449,0,0,,,
lineage_000159,draft-adams-tsvwg-flow-signaling-identification,1,1,2009-09-15,2009-09-15,0.0,0.0,0,0,,,
lineage_000160,draft-adams-tsvwg-flow-signalling-codepoint,1,1,2008-06-24,2008-06-24,0.0,0.0,0,0,,,
lineage_000161,draft-adamson-elasticmcast,1,1,2013-11-05,2013-11-05,0.0,0.0,0,0,,,
lineage_000162,draft-adamson-ipng-radio-req,1,1,1994-04-08,1994-04-08,0.0,0.0,1,1,RFC1677,draft-adamson-ipng-radio-req-00,draft-adamson-ipng-radio-req
lineage_000163,draft-adamson-nfsv4-multi-domain-access,1,5,2009-07-06,2011-03-13,615.0,1.6837782340862424,0,0,,,
lineage_000164,draft-adamson-nfsv4-multi-domain-federated-fs-reqs,1,6,2012-09-26,2014-09-22,726.0,1.9876796714579055,0,0,,,
lineage_000165,draft-adamson-nfsv4-spkm3,1,1,2005-10-17,2005-10-17,0.0,0.0,0,0,,,
lineage_000166,draft-adamson-rfc2847-bis,1,2,2006-03-31,2006-08-21,143.0,0.3915126625598905,0,0,,,
lineage_000167,draft-adamson-roca-rmtsec-issues,1,1,2006-10-18,2006-10-18,0.0,0.0,0,0,,,
lineage_000168,draft-adan-idr-tidr,1,2,2006-10-18,2006-12-11,54.0,0.14784394250513347,0,0,,,
lineage_000169,draft-add-ackfreq-to-tcp,1,1,2017-11-26,2017-11-26,0.0,0.0,0,0,,,
lineage_000170,draft-add-location-to-ipv6-header,1,2,2012-11-14,2013-05-17,184.0,0.5037645448323066,0,0,,,
lineage_000171,draft-addogra-rtgwg-vrrp-rfc5798bis;draft-ietf-rtgwg-vrrp-rfc5798bis,2,32,2022-03-07,2024-01-04,668.0,1.8288843258042438,1,1,RFC9568,draft-ietf-rtgwg-vrrp-rfc5798bis-18,draft-ietf-rtgwg-vrrp-rfc5798bis
lineage_000172,draft-adel-vpn-service-management-model;draft-zaalouk-supa-configuration-model;draft-zaalouk-supa-vpn-service-management-model,3,9,2014-09-22,2015-05-11,231.0,0.6324435318275154,0,0,,,
lineage_000173,draft-adell-client-roaming,1,1,2022-06-15,2022-06-15,0.0,0.0,0,0,,,
lineage_000174,draft-adid-urn,1,4,2016-04-14,2017-01-17,278.0,0.7611225188227242,1,1,RFC8107,draft-adid-urn-03,draft-adid-urn
lineage_000175,draft-adie-shave,1,1,1993-10-12,1993-10-12,0.0,0.0,0,0,,,
lineage_000176,draft-adie-spci,1,1,1993-10-12,1993-10-12,0.0,0.0,0,0,,,
lineage_000177,draft-adjih-dragoncast,1,1,2013-07-15,2013-07-15,0.0,0.0,0,0,,,
lineage_000178,draft-adjih-manet-autoconf-detect,1,1,2005-10-20,2005-10-20,0.0,0.0,0,0,,,
lineage_000179,draft-adkp-grow-ixpcommunities,1,1,2019-03-11,2019-03-11,0.0,0.0,0,0,,,
lineage_000180,draft-adligo-hybi-asbp,1,3,2016-04-05,2016-10-07,185.0,0.5065023956194388,0,0,,,
lineage_000181,draft-admnr-lsr-igp-measurement-group,1,1,2026-02-04,2026-02-04,0.0,0.0,0,0,,,
lineage_000182,draft-adolf-dvb-urn,1,6,2007-07-12,2008-06-24,348.0,0.9527720739219713,1,1,RFC5328,draft-adolf-dvb-urn-05,draft-adolf-dvb-urn
lineage_000183,draft-adolf-dvb-urn-upd,1,2,2014-05-19,2014-06-30,42.0,0.11498973305954825,1,1,RFC7354,draft-adolf-dvb-urn-upd-01,draft-adolf-dvb-urn-upd
lineage_000184,draft-adpkja-dnsop-special-names-problem,1,7,2015-10-19,2016-09-10,327.0,0.8952772073921971,0,0,,,
lineage_000185,draft-adrangi-eap-network-discovery,1,15,2004-05-24,2005-08-15,448.0,1.2265571526351813,1,1,RFC4284,draft-adrangi-eap-network-discovery-14,draft-adrangi-eap-network-discovery
lineage_000186,draft-adrangi-eap-network-discovery-and-selection,1,2,2003-10-02,2004-03-12,162.0,0.44353182751540043,0,0,,,
